client_id,full_name,first_name,last_name,gender,age,age_band,life_stage,life_stage_change_date,aum,aum_tier,tenure_years,risk_tolerance,risk_score_target,risk_score_current,estate_docs_complete,insurance_adequate,last_review_date,next_review_date,review_overdue_flag,tax_year_end_flag,household_id,is_primary_in_household,referral_source,segment_tag,city,advisor_id,days_since_last_contact,latest_portfolio_drift_pct,open_commitment_count,product_gap_count,unactioned_life_event_flag,off_track_goal_count,nba_scenario_flag,nba_expected_rank
C0069,Michael Johnson,Michael,Johnson,M,57,55-64,Pre-retirement,2023-03-09,112000.0,Tier 4 — Mass Affluent,18.9,conservative,1.2,3.0,False,False,2025-11-23,2026-11-23,False,False,H0095,False,Employee benefit,Pre-retirement — Tier 4,Birmingham,ADV001,8,1.6,3,2,False,2,,
C0070,Diana Ali,Diana,Ali,F,34,30-44,Accumulation,,1857000.0,Tier 2 — HNW,15.8,moderate,3.2,2.3,False,True,2026-05-15,2026-09-12,False,False,H0068,True,Digital / website,Accumulation — Tier 2,Kent,ADV001,6,0.3,5,0,False,2,,
C0071,Paul Ahmed,Paul,Ahmed,M,32,30-44,Accumulation,,204000.0,Tier 4 — Mass Affluent,10.0,growth,7.0,6.0,True,True,2026-04-22,2027-04-22,False,False,H0058,True,Professional referral,Accumulation — Tier 4,Nottingham,ADV001,42,7.8,1,0,False,0,,
C0072,Ana Lee,Ana,Lee,F,54,45-54,Pre-retirement,2024-03-22,142000.0,Tier 4 — Mass Affluent,3.9,growth,7.5,9.3,False,True,2025-11-11,2026-11-11,False,False,H0048,True,Existing client,Pre-retirement — Tier 4,Hampshire,ADV001,76,2.3,1,1,False,0,,
C0073,Joshua Johnson,Joshua,Johnson,M,59,55-64,Pre-retirement,2021-08-15,635000.0,Tier 3 — Affluent,8.7,growth,7.7,8.4,False,True,2026-04-30,2026-10-27,False,True,H0011,True,Existing client,Pre-retirement — Tier 3,Southampton,ADV001,295,3.9,0,0,True,1,,
C0074,Chen Patel,Chen,Patel,M,57,55-64,Pre-retirement,2020-04-07,27935000.0,Tier 1 — Ultra HNW,6.2,moderate,4.8,4.3,False,True,2026-02-05,2026-08-29,False,False,H0094,True,Event / seminar,Pre-retirement — Tier 1,Leeds,ADV001,77,17.1,7,0,True,1,S001,top_5
C0075,Grace Bell,Grace,Bell,F,33,30-44,Accumulation,,845000.0,Tier 3 — Affluent,2.6,aggressive,7.0,9.1,False,True,2026-03-07,2026-09-03,False,False,H0079,True,Employee benefit,Accumulation — Tier 3,Bath,ADV001,14,0.4,0,1,True,0,,
C0076,Stuart Johnson,Stuart,Johnson,M,60,55-64,Pre-retirement,2020-06-07,3104000.0,Tier 2 — HNW,6.9,moderate,4.4,3.8,False,False,2026-03-06,2026-07-04,False,False,H0045,True,Family member,Pre-retirement — Tier 2,Berkshire,ADV001,5,4.3,7,1,True,0,,
C0077,Mohammed Patel,Mohammed,Patel,M,35,30-44,Accumulation,,860000.0,Tier 3 — Affluent,5.9,growth,6.9,7.7,False,True,2025-08-02,2026-01-29,True,False,H0006,False,Existing client,Accumulation — Tier 3,Southampton,ADV001,7,0.6,3,0,False,0,,
C0078,Diana Wang,Diana,Wang,F,80,65-80,Retirement,,815000.0,Tier 3 — Affluent,3.8,moderate,4.0,6.7,True,True,2026-03-27,2026-09-23,False,False,H0050,True,Professional referral,Retirement — Tier 3,Surrey,ADV001,20,0.7,4,1,True,1,,
C0079,Amanda Grant,Amanda,Grant,F,46,45-54,Pre-retirement,,66000.0,Tier 4 — Mass Affluent,21.8,growth,5.2,5.4,False,True,2025-10-24,2026-10-24,False,False,H0045,True,Family member,Pre-retirement — Tier 4,Oxford,ADV001,19,4.9,1,1,False,2,,
C0080,Lillian Wilson,Lillian,Wilson,F,40,30-44,Accumulation,,635000.0,Tier 3 — Affluent,9.9,moderate,5.0,6.6,False,True,2026-05-24,2026-11-20,False,False,H0047,True,Employee benefit,Accumulation — Tier 3,Manchester,ADV001,0,9.8,2,1,False,0,,
C0081,Graham Anderson,Graham,Anderson,M,76,65-80,Retirement,,308000.0,Tier 3 — Affluent,1.1,conservative,2.9,1,True,True,2025-12-29,2026-06-27,False,False,H0016,True,Digital / website,Retirement — Tier 3,Cheltenham,ADV001,18,0.2,2,0,True,0,,
C0082,John Ward,John,Ward,M,62,55-64,Pre-retirement,2022-05-22,1543000.0,Tier 2 — HNW,0.8,moderate,5.4,7.5,False,False,2026-04-08,2026-08-06,False,True,H0070,True,Digital / website,Pre-retirement — Tier 2,Bristol,ADV001,57,3.0,1,0,True,0,,
C0083,Ahmed Ali,Ahmed,Ali,M,56,55-64,Pre-retirement,2022-02-28,208000.0,Tier 4 — Mass Affluent,4.5,moderate,4.4,4.9,False,True,2026-02-06,2027-02-06,False,False,H0092,False,Employee benefit,Pre-retirement — Tier 4,Bath,ADV001,148,2.7,0,0,True,0,,
C0084,Maria Roberts,Maria,Roberts,F,35,30-44,Accumulation,,587000.0,Tier 3 — Affluent,13.2,aggressive,8.9,10,True,False,2026-04-11,2026-10-08,False,False,H0008,False,Employee benefit,Accumulation — Tier 3,Edinburgh,ADV001,1,8.3,3,0,False,1,,
C0085,Emily Green,Emily,Green,F,48,45-54,Pre-retirement,,956000.0,Tier 3 — Affluent,22.2,moderate,4.7,5.3,True,True,2025-07-23,2026-01-19,True,False,H0022,True,Employee benefit,Pre-retirement — Tier 3,Edinburgh,ADV001,36,3.7,3,1,False,2,S004,top_15
C0086,Stuart Shah,Stuart,Shah,M,66,65-80,Retirement,2025-06-04,56000.0,Tier 4 — Mass Affluent,1.5,conservative,2.5,2.8,True,True,2026-05-12,2027-05-12,False,False,H0039,True,Cold outreach,Retirement — Tier 4,Buckinghamshire,ADV001,438,7.6,0,1,True,0,,
C0087,Aubrey Campbell,Aubrey,Campbell,F,30,30-44,Accumulation,,2662000.0,Tier 2 — HNW,3.7,moderate,4.0,6.7,False,True,2026-03-01,2026-06-29,False,False,H0066,True,Digital / website,Accumulation — Tier 2,Liverpool,ADV001,12,14.4,3,0,False,0,,
C0088,Harper Rogers,Harper,Rogers,F,47,45-54,Pre-retirement,,2161000.0,Tier 2 — HNW,5.1,moderate,3.5,6.7,True,True,2026-03-20,2026-07-18,False,False,H0064,False,Event / seminar,Pre-retirement — Tier 2,Surrey,ADV001,9,1.0,3,0,False,1,,
C0089,Helen Williams,Helen,Williams,F,36,30-44,Accumulation,,975000.0,Tier 3 — Affluent,3.8,moderate,5.6,4.5,False,True,2025-06-09,2025-12-06,True,False,H0056,True,Digital / website,Accumulation — Tier 3,Oxford,ADV001,109,3.5,0,1,True,1,,
C0090,Amanda Davies,Amanda,Davies,F,54,45-54,Pre-retirement,2023-07-13,522000.0,Tier 3 — Affluent,3.9,growth,7.5,6.8,False,False,2026-01-24,2026-07-23,False,False,H0044,True,Digital / website,Pre-retirement — Tier 3,Edinburgh,ADV001,34,5.3,3,1,False,0,,
C0091,Paul Reid,Paul,Reid,M,45,45-54,Pre-retirement,,8426000.0,Tier 1 — Ultra HNW,4.4,growth,6.5,7.1,True,False,2026-05-10,2026-08-08,False,False,H0095,False,Employee benefit,Pre-retirement — Tier 1,Southampton,ADV001,4,3.3,2,0,True,0,,
